dataset,task_type,backbone,method,num_clients,beta,merged_accuracy,best_client_accuracy_proxy,delta_accuracy,best_client_id,best_client_val_acc,source
organsmnist,small,vit_t,fisher,5,0.1,0.050800,0.528832,-0.478032,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,fisher,7,0,0.102800,0.312450,-0.209650,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,fisher,7,0.01,0.212500,0.371021,-0.158521,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,fisher,7,0.1,0.051200,0.560100,-0.508900,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,breadcrumbs,3,0,0.049700,0.383482,-0.333782,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,breadcrumbs,3,0.01,0.254600,0.384729,-0.130129,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,breadcrumbs,3,0.1,0.066800,0.588988,-0.522188,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,breadcrumbs,5,0,0.051200,0.358219,-0.307019,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,breadcrumbs,5,0.01,0.028800,0.378271,-0.349471,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,breadcrumbs,5,0.1,0.064900,0.528832,-0.463932,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,breadcrumbs,7,0,0.098100,0.312450,-0.214350,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,breadcrumbs,7,0.01,0.209700,0.371021,-0.161321,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,breadcrumbs,7,0.1,0.057800,0.560100,-0.502300,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,model_stock,3,0,0.107600,0.383482,-0.275882,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,model_stock,3,0.01,0.083800,0.384729,-0.300929,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,model_stock,3,0.1,0.076400,0.588988,-0.512588,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,model_stock,5,0,0.049700,0.358219,-0.308519,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,model_stock,5,0.01,0.065300,0.378271,-0.312971,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,model_stock,5,0.1,0.142700,0.528832,-0.386132,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,model_stock,7,0,0.150300,0.312450,-0.162150,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,model_stock,7,0.01,0.235400,0.371021,-0.135621,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,model_stock,7,0.1,0.174200,0.560100,-0.385900,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,from,3,0,0.069400,0.383482,-0.314082,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,from,3,0.01,0.056500,0.384729,-0.328229,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,from,3,0.1,0.105700,0.588988,-0.483288,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,from,5,0,0.078500,0.358219,-0.279719,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,from,5,0.01,0.091200,0.378271,-0.287071,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,from,5,0.1,0.069600,0.528832,-0.459232,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,from,7,0,0.075800,0.312450,-0.236650,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,from,7,0.01,0.229100,0.371021,-0.141921,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,from,7,0.1,0.140600,0.560100,-0.419500,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,iso_c,3,0,0.050200,0.383482,-0.333282,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,iso_c,3,0.01,0.055200,0.384729,-0.329529,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,iso_c,3,0.1,0.078100,0.588988,-0.510888,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,iso_c,5,0,0.054300,0.358219,-0.303919,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,iso_c,5,0.01,0.049700,0.378271,-0.328571,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,iso_c,5,0.1,0.055400,0.528832,-0.473432,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,iso_c,7,0,0.073300,0.312450,-0.239150,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,iso_c,7,0.01,0.119600,0.371021,-0.251421,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,iso_c,7,0.1,0.131400,0.560100,-0.428700,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,free_merge,3,0,0.062500,0.383482,-0.320982,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,free_merge,3,0.01,0.064200,0.384729,-0.320529,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,free_merge,3,0.1,0.091200,0.588988,-0.497788,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,free_merge,5,0,0.049700,0.358219,-0.308519,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,free_merge,5,0.01,0.167000,0.378271,-0.211271,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,free_merge,5,0.1,0.057400,0.528832,-0.471432,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,free_merge,7,0,0.132200,0.312450,-0.180250,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,free_merge,7,0.01,0.235400,0.371021,-0.135621,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,free_merge,7,0.1,0.125400,0.560100,-0.434700,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,robustmerge,3,0,0.049700,0.383482,-0.333782,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,robustmerge,3,0.01,0.273700,0.384729,-0.111029,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,robustmerge,3,0.1,0.054600,0.588988,-0.534388,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,robustmerge,5,0,0.045300,0.358219,-0.312919,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,robustmerge,5,0.01,0.064900,0.378271,-0.313371,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,robustmerge,5,0.1,0.101700,0.528832,-0.427132,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,robustmerge,7,0,0.076700,0.312450,-0.235750,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,robustmerge,7,0.01,0.238600,0.371021,-0.132421,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,robustmerge,7,0.1,0.049700,0.560100,-0.510400,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,avg,3,0,0.057800,0.374986,-0.317186,0,0.328303,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,avg,3,0.01,0.068200,0.439674,-0.371474,1,0.519576,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,avg,3,0.1,0.078500,0.560893,-0.482393,1,0.652529,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,avg,5,0,0.060000,0.352668,-0.292668,0,0.371941,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,avg,5,0.01,0.049700,0.302594,-0.252894,3,0.300979,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,avg,5,0.1,0.071500,0.465730,-0.394230,3,0.478793,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,avg,7,0,0.152100,0.314943,-0.162843,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,avg,7,0.01,0.152600,0.235414,-0.082814,0,0.200245,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,avg,7,0.1,0.109700,0.526906,-0.417206,4,0.549347,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,ties,3,0,0.099800,0.374986,-0.275186,0,0.328303,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,ties,3,0.01,0.069800,0.439674,-0.369874,1,0.519576,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,ties,3,0.1,0.050800,0.560893,-0.510093,1,0.652529,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,ties,5,0,0.081900,0.352668,-0.270768,0,0.371941,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,ties,5,0.01,0.049700,0.302594,-0.252894,3,0.300979,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,ties,5,0.1,0.050400,0.465730,-0.415330,3,0.478793,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,ties,7,0,0.109700,0.314943,-0.205243,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,ties,7,0.01,0.112800,0.235414,-0.122614,0,0.200245,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,ties,7,0.1,0.109700,0.526906,-0.417206,4,0.549347,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_linear,3,0,0.057800,0.374986,-0.317186,0,0.328303,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_linear,3,0.01,0.055900,0.439674,-0.383774,1,0.519576,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_linear,3,0.1,0.078500,0.560893,-0.482393,1,0.652529,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_linear,5,0,0.087700,0.352668,-0.264968,0,0.371941,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_linear,5,0.01,0.049700,0.302594,-0.252894,3,0.300979,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_linear,5,0.1,0.078500,0.465730,-0.387230,3,0.478793,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_linear,7,0,0.152100,0.314943,-0.162843,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_linear,7,0.01,0.110000,0.235414,-0.125414,0,0.200245,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_linear,7,0.1,0.152100,0.526906,-0.374806,4,0.549347,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_ties,3,0,0.070200,0.374986,-0.304786,0,0.328303,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_ties,3,0.01,0.103700,0.439674,-0.335974,1,0.519576,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_ties,3,0.1,0.184400,0.560893,-0.376493,1,0.652529,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_ties,5,0,0.030100,0.352668,-0.322568,0,0.371941,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_ties,5,0.01,0.049700,0.302594,-0.252894,3,0.300979,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_ties,5,0.1,0.050400,0.465730,-0.415330,3,0.478793,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_ties,7,0,0.109700,0.314943,-0.205243,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_ties,7,0.01,0.149500,0.235414,-0.085914,0,0.200245,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,dare_ties,7,0.1,0.109700,0.526906,-0.417206,4,0.549347,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,regmean,3,0,0.080200,0.374986,-0.294786,0,0.328303,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,regmean,3,0.01,0.179900,0.439674,-0.259774,1,0.519576,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,regmean,3,0.1,0.104300,0.560893,-0.456593,1,0.652529,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,regmean,5,0,0.146000,0.352668,-0.206668,0,0.371941,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,regmean,5,0.01,0.049700,0.302594,-0.252894,3,0.300979,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,regmean,5,0.1,0.050400,0.465730,-0.415330,3,0.478793,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,regmean,7,0,0.109700,0.314943,-0.205243,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,regmean,7,0.01,0.118400,0.235414,-0.117014,0,0.200245,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,regmean,7,0.1,0.049700,0.526906,-0.477206,4,0.549347,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,fisher,3,0,0.093300,0.374986,-0.281686,0,0.328303,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,fisher,3,0.01,0.052300,0.439674,-0.387374,1,0.519576,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,fisher,3,0.1,0.049700,0.560893,-0.511193,1,0.652529,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,fisher,5,0,0.093900,0.352668,-0.258768,0,0.371941,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,fisher,5,0.01,0.047800,0.302594,-0.254794,3,0.300979,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,fisher,5,0.1,0.053200,0.465730,-0.412530,3,0.478793,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,fisher,7,0,0.057800,0.314943,-0.257143,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,fisher,7,0.01,0.045000,0.235414,-0.190414,0,0.200245,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,fisher,7,0.1,0.225000,0.526906,-0.301906,4,0.549347,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,breadcrumbs,3,0,0.235400,0.374986,-0.139586,0,0.328303,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,breadcrumbs,3,0.01,0.235400,0.439674,-0.204274,1,0.519576,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,breadcrumbs,3,0.1,0.235400,0.560893,-0.325493,1,0.652529,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,breadcrumbs,5,0,0.235400,0.352668,-0.117268,0,0.371941,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,breadcrumbs,5,0.01,0.152100,0.302594,-0.150494,3,0.300979,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,breadcrumbs,5,0.1,0.235400,0.465730,-0.230330,3,0.478793,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,breadcrumbs,7,0,0.245800,0.314943,-0.069143,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,breadcrumbs,7,0.01,0.235400,0.235414,-0.000014,0,0.200245,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,breadcrumbs,7,0.1,0.152100,0.526906,-0.374806,4,0.549347,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,model_stock,3,0,0.057800,0.374986,-0.317186,0,0.328303,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,model_stock,3,0.01,0.064700,0.439674,-0.374974,1,0.519576,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,model_stock,3,0.1,0.078800,0.560893,-0.482093,1,0.652529,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,model_stock,5,0,0.129500,0.352668,-0.223168,0,0.371941,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,model_stock,5,0.01,0.152700,0.302594,-0.149894,3,0.300979,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,model_stock,5,0.1,0.049700,0.465730,-0.416030,3,0.478793,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,model_stock,7,0,0.286700,0.314943,-0.028243,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,model_stock,7,0.01,0.054400,0.235414,-0.181014,0,0.200245,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,model_stock,7,0.1,0.173000,0.526906,-0.353906,4,0.549347,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,from,3,0,0.088400,0.374986,-0.286586,0,0.328303,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,from,3,0.01,0.142100,0.439674,-0.297574,1,0.519576,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,from,3,0.1,0.109300,0.560893,-0.451593,1,0.652529,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,from,5,0,0.176500,0.352668,-0.176168,0,0.371941,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,from,5,0.01,0.049700,0.302594,-0.252894,3,0.300979,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,from,5,0.1,0.078500,0.465730,-0.387230,3,0.478793,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,from,7,0,0.109700,0.314943,-0.205243,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,from,7,0.01,0.152100,0.235414,-0.083314,0,0.200245,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,from,7,0.1,0.152100,0.526906,-0.374806,4,0.549347,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,iso_c,3,0,0.084900,0.374986,-0.290086,0,0.328303,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,iso_c,3,0.01,0.181300,0.439674,-0.258374,1,0.519576,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,iso_c,3,0.1,0.197500,0.560893,-0.363393,1,0.652529,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,iso_c,5,0,0.286200,0.352668,-0.066468,0,0.371941,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,iso_c,5,0.01,0.093900,0.302594,-0.208694,3,0.300979,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,iso_c,5,0.1,0.137900,0.465730,-0.327830,3,0.478793,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,iso_c,7,0,0.265000,0.314943,-0.049943,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,iso_c,7,0.01,0.112600,0.235414,-0.122814,0,0.200245,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,iso_c,7,0.1,0.186500,0.526906,-0.340406,4,0.549347,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,free_merge,3,0,0.057800,0.374986,-0.317186,0,0.328303,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,free_merge,3,0.01,0.068200,0.439674,-0.371474,1,0.519576,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,free_merge,3,0.1,0.078500,0.560893,-0.482393,1,0.652529,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,free_merge,5,0,0.049700,0.352668,-0.302968,0,0.371941,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,free_merge,5,0.01,0.049700,0.302594,-0.252894,3,0.300979,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,free_merge,5,0.1,0.049700,0.465730,-0.416030,3,0.478793,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,free_merge,7,0,0.152100,0.314943,-0.162843,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,swin_tiny,free_merge,7,0.01,0.056800,0.235414,-0.178614,0,0.200245,formal_accuracy_rows + model_hub_meta_test_acc
